irradiance,voltage,current,power,temperature,mppt_reference_voltage,efficiency,power_deviation,condition,data_origin
914.374,17.4439,1.0476,18.0861,16.991,18.5373,0.9741,0.0259,Normal,synthetic PV simulation; not hardware measurement
643.392,17.3166,0.7675,12.6234,51.5,16.8442,1.0453,-0.0453,Normal,synthetic PV simulation; not hardware measurement
691.019,19.0895,0.7848,15.3318,32.694,17.7195,1.1339,-0.1339,Normal,synthetic PV simulation; not hardware measurement
932.33,18.3251,1.0622,17.6198,14.353,18.6538,0.9257,0.0743,Normal,synthetic PV simulation; not hardware measurement
622.101,16.3483,0.6896,10.0781,61.584,16.3709,0.8835,0.1165,Normal,synthetic PV simulation; not hardware measurement
569.374,18.0118,0.6812,11.5511,44.596,17.1091,1.0674,-0.0674,Normal,synthetic PV simulation; not hardware measurement
669.302,17.2546,0.7861,13.752,44.956,17.148,1.0783,-0.0783,Normal,synthetic PV simulation; not hardware measurement
851.066,17.1931,0.9908,17.3784,46.065,17.1846,1.0689,-0.0689,Normal,synthetic PV simulation; not hardware measurement
809.315,16.5408,0.8952,13.3704,55.573,16.7314,0.8839,0.1161,Normal,synthetic PV simulation; not hardware measurement
615.943,18.8053,0.6649,11.5124,14.746,18.5017,0.9233,0.0767,Normal,synthetic PV simulation; not hardware measurement
598.241,19.2061,0.7025,12.7864,28.39,17.8679,1.0857,-0.0857,Normal,synthetic PV simulation; not hardware measurement
545.118,16.4061,0.6011,8.8626,60.142,16.3929,0.8863,0.1137,Normal,synthetic PV simulation; not hardware measurement
701.886,19.1984,0.7542,13.8719,42.519,17.2784,1.0308,-0.0308,Normal,synthetic PV simulation; not hardware measurement
657.51,17.0683,0.7181,12.3058,42.29,17.2622,0.9769,0.0231,Normal,synthetic PV simulation; not hardware measurement
552.602,18.7702,0.5198,9.3625,17.011,18.3543,0.8425,0.1575,Normal,synthetic PV simulation; not hardware measurement
678.846,17.822,0.7,11.1704,40.755,17.3451,0.8556,0.1444,Normal,synthetic PV simulation; not hardware measurement
478.431,16.3978,0.484,7.7295,48.268,16.8813,0.8599,0.1401,Normal,synthetic PV simulation; not hardware measurement
852.056,17.1366,0.9053,15.4805,52.194,16.9061,0.9638,0.0362,Normal,synthetic PV simulation; not hardware measurement
949.42,17.9702,1.0865,19.4772,37.186,17.6224,1.0516,-0.0516,Normal,synthetic PV simulation; not hardware measurement
708.816,19.4837,0.7874,15.6167,25.193,18.0716,1.1083,-0.1083,Normal,synthetic PV simulation; not hardware measurement
994.141,15.6007,1.2623,18.3008,63.673,16.4361,0.9987,0.0013,Normal,synthetic PV simulation; not hardware measurement
714.729,18.4983,0.7929,14.9601,39.07,17.4428,1.0833,-0.0833,Normal,synthetic PV simulation; not hardware measurement
975.837,17.2865,1.056,16.1882,39.111,17.546,0.8533,0.1467,Normal,synthetic PV simulation; not hardware measurement
656.29,17.6924,0.7046,13.4724,20.749,18.2427,1.025,-0.025,Normal,synthetic PV simulation; not hardware measurement
599.214,18.3659,0.6387,11.2721,29.86,17.8016,0.9584,0.0416,Normal,synthetic PV simulation; not hardware measurement
1026.756,18.2126,1.0877,19.9834,38.039,17.6154,0.9979,0.0021,Normal,synthetic PV simulation; not hardware measurement
1027.1,17.3581,1.164,20.1849,23.988,18.2548,0.9792,0.0208,Normal,synthetic PV simulation; not hardware measurement
526.729,17.1519,0.5536,8.9729,29.213,17.7786,0.869,0.131,Normal,synthetic PV simulation; not hardware measurement
841.854,17.921,0.9247,15.5368,26.495,18.0711,0.9277,0.0723,Normal,synthetic PV simulation; not hardware measurement
556.924,17.548,0.6552,11.6808,45.368,17.065,1.1058,-0.1058,Normal,synthetic PV simulation; not hardware measurement
532.534,18.5626,0.5803,10.5251,32.684,17.6249,1.0153,-0.0153,Normal,synthetic PV simulation; not hardware measurement
954.567,18.9632,1.0237,18.7103,13.647,18.6955,0.9583,0.0417,Normal,synthetic PV simulation; not hardware measurement
646.705,16.5717,0.6132,10.0431,44.909,17.1362,0.8155,0.1845,Normal,synthetic PV simulation; not hardware measurement
713.912,19.0671,0.7677,14.6192,26.998,17.9922,1.0337,-0.0337,Normal,synthetic PV simulation; not hardware measurement
814.877,17.9113,0.8557,15.4243,24.522,18.1476,0.9483,0.0517,Normal,synthetic PV simulation; not hardware measurement
670.046,16.9482,0.8172,12.7496,54.627,16.7079,1.02,-0.02,Normal,synthetic PV simulation; not hardware measurement
731.979,16.3637,0.8584,13.294,62.31,16.3939,0.9887,0.0113,Normal,synthetic PV simulation; not hardware measurement
822.068,19.3085,0.7749,13.7784,17.911,18.4522,0.8286,0.1714,Normal,synthetic PV simulation; not hardware measurement
451.158,17.7029,0.5014,8.1943,50.026,16.7772,0.9717,0.0283,Normal,synthetic PV simulation; not hardware measurement
1034.665,16.9076,1.0412,17.6018,61.233,16.5633,0.9171,0.0829,Normal,synthetic PV simulation; not hardware measurement
759.516,18.1907,0.8789,15.936,28.486,17.9496,1.0611,-0.0611,Normal,synthetic PV simulation; not hardware measurement
536.01,17.3441,0.5599,9.4462,31.841,17.6659,0.9036,0.0964,Normal,synthetic PV simulation; not hardware measurement
778.21,17.5088,0.8492,14.251,57.868,16.6212,0.9857,0.0143,Normal,synthetic PV simulation; not hardware measurement
761.221,18.393,0.9107,16.0133,23.545,18.1756,1.0532,-0.0532,Normal,synthetic PV simulation; not hardware measurement
574.412,19.0678,0.636,11.8958,19.359,18.263,1.0338,-0.0338,Normal,synthetic PV simulation; not hardware measurement
756.1,18.0261,1.0066,17.3678,30.162,17.8714,1.1657,-0.1657,Normal,synthetic PV simulation; not hardware measurement
493.825,18.5238,0.486,8.6134,21.424,18.1185,0.8769,0.1231,Normal,synthetic PV simulation; not hardware measurement
975.448,15.9198,1.181,18.612,62.052,16.5021,1.0318,-0.0318,Normal,synthetic PV simulation; not hardware measurement
1043.447,18.3152,1.2101,20.9155,28.723,18.0458,1.0079,-0.0079,Normal,synthetic PV simulation; not hardware measurement
656.919,17.0672,0.7444,12.0531,19.597,18.2955,0.914,0.086,Normal,synthetic PV simulation; not hardware measurement
568.188,18.138,0.656,10.729,19.388,18.2572,0.9429,0.0571,Normal,synthetic PV simulation; not hardware measurement
714.611,17.9153,0.6812,11.2217,15.807,18.5024,0.7752,0.2248,Normal,synthetic PV simulation; not hardware measurement
1047.759,17.1435,1.1658,17.4759,29.149,18.0281,0.8394,0.1606,Normal,synthetic PV simulation; not hardware measurement
721.915,17.2328,0.8141,13.8663,30.927,17.8178,0.9772,0.0228,Normal,synthetic PV simulation; not hardware measurement
560.484,15.8328,0.6228,9.1707,44.448,17.1095,0.8609,0.1391,Normal,synthetic PV simulation; not hardware measurement
475.802,17.0048,0.5184,7.9477,35.997,17.4387,0.866,0.134,Normal,synthetic PV simulation; not hardware measurement
566.031,15.8143,0.6655,10.9654,62.185,16.3051,1.0601,-0.0601,Normal,synthetic PV simulation; not hardware measurement
993.112,17.2472,1.2203,21.4725,40.945,17.4697,1.1161,-0.1161,Normal,synthetic PV simulation; not hardware measurement
677.306,18.9156,0.7177,13.6276,19.17,18.3274,1.0009,-0.0009,Normal,synthetic PV simulation; not hardware measurement
594.894,16.8194,0.5718,10.2585,47.459,16.9965,0.9121,0.0879,Normal,synthetic PV simulation; not hardware measurement
959.794,16.8412,1.0066,15.9439,54.404,16.8435,0.8834,0.1166,Normal,synthetic PV simulation; not hardware measurement
801.682,15.9078,0.9127,13.7456,48.846,17.0337,0.9041,0.0959,Normal,synthetic PV simulation; not hardware measurement
838.271,18.0934,0.9194,14.7356,33.55,17.7482,0.8965,0.1035,Normal,synthetic PV simulation; not hardware measurement
720.416,17.314,0.7835,13.4908,28.412,17.9315,0.9479,0.0521,Normal,synthetic PV simulation; not hardware measurement
820.214,17.0291,0.842,13.1906,52.535,16.8751,0.8545,0.1455,Normal,synthetic PV simulation; not hardware measurement
643.924,16.5206,0.8226,13.2534,59.975,16.4583,1.1176,-0.1176,Normal,synthetic PV simulation; not hardware measurement
633.502,17.1462,0.7127,12.6777,50.577,16.88,1.0644,-0.0644,Normal,synthetic PV simulation; not hardware measurement
946.644,17.48,0.9862,16.9836,26.197,18.1212,0.8992,0.1008,Normal,synthetic PV simulation; not hardware measurement
740.13,16.9773,0.8319,14.6772,32.418,17.76,1.0115,-0.0115,Normal,synthetic PV simulation; not hardware measurement
737.564,16.531,0.8217,13.6467,45.221,17.1754,0.9696,0.0304,Normal,synthetic PV simulation; not hardware measurement
462.221,16.5305,0.4656,7.6575,54.173,16.598,0.8941,0.1059,Normal,synthetic PV simulation; not hardware measurement
679.799,17.698,0.7625,12.4683,48.592,16.9887,0.9699,0.0301,Normal,synthetic PV simulation; not hardware measurement
734.391,18.675,0.782,15.0677,15.768,18.5153,1.0122,-0.0122,Normal,synthetic PV simulation; not hardware measurement
618.138,17.4379,0.6733,11.5709,25.191,18.0271,0.9441,0.0559,Normal,synthetic PV simulation; not hardware measurement
725.728,17.0826,0.7494,13.6744,27.638,17.9698,0.9521,0.0479,Normal,synthetic PV simulation; not hardware measurement
1041.512,18.2759,1.0516,19.0372,18.751,18.4987,0.9011,0.0989,Normal,synthetic PV simulation; not hardware measurement
934.101,19.1728,0.9734,17.2119,38.142,17.5831,0.9467,0.0533,Normal,synthetic PV simulation; not hardware measurement
951.531,16.6536,1.12,16.943,58.884,16.6362,0.9565,0.0435,Normal,synthetic PV simulation; not hardware measurement
933.739,15.6813,1.1354,17.597,51.807,16.9609,0.997,0.003,Normal,synthetic PV simulation; not hardware measurement
571.491,17.5773,0.5899,9.8234,18.015,18.3222,0.8559,0.1441,Normal,synthetic PV simulation; not hardware measurement
492.701,18.1902,0.5433,9.0964,12.747,18.5133,0.9123,0.0877,Normal,synthetic PV simulation; not hardware measurement
973.65,18.4519,1.0045,18.752,25.556,18.1617,0.9636,0.0364,Normal,synthetic PV simulation; not hardware measurement
913.798,16.0198,1.0491,15.8773,58.012,16.6697,0.9324,0.0676,Normal,synthetic PV simulation; not hardware measurement
946.874,16.4345,1.0332,17.6075,25.957,18.1322,0.9316,0.0684,Normal,synthetic PV simulation; not hardware measurement
930.12,17.3863,1.0283,16.7465,40.13,17.4909,0.929,0.071,Normal,synthetic PV simulation; not hardware measurement
729.101,15.8585,0.8061,12.8837,59.047,16.5409,0.955,0.045,Normal,synthetic PV simulation; not hardware measurement
757.093,16.9387,0.8597,14.5353,52.118,16.8719,1.0208,-0.0208,Normal,synthetic PV simulation; not hardware measurement
475.24,17.0633,0.4448,7.5586,49.101,16.8406,0.8482,0.1518,Normal,synthetic PV simulation; not hardware measurement
527.854,18.9823,0.6139,12.2187,23.469,18.0413,1.167,-0.167,Normal,synthetic PV simulation; not hardware measurement
489.166,16.4531,0.537,9.0238,33.357,17.5704,0.9505,0.0495,Normal,synthetic PV simulation; not hardware measurement
862.837,16.5727,0.9803,17.2653,30.566,17.8958,1.0137,-0.0137,Normal,synthetic PV simulation; not hardware measurement
656.555,16.4742,0.7313,12.1248,54.296,16.7147,0.9896,0.0104,Normal,synthetic PV simulation; not hardware measurement
1010.854,17.254,1.3773,22.0317,55.685,16.8063,1.161,-0.161,Normal,synthetic PV simulation; not hardware measurement
570.931,17.0833,0.6785,11.84,56.523,16.5666,1.1201,-0.1201,Normal,synthetic PV simulation; not hardware measurement
490.572,19.4921,0.571,10.2883,12.966,18.5015,1.0369,-0.0369,Normal,synthetic PV simulation; not hardware measurement
526.456,16.2182,0.5573,9.4531,52.6,16.7227,0.963,0.037,Normal,synthetic PV simulation; not hardware measurement
559.742,16.7038,0.6001,9.3181,59.302,16.4319,0.9052,0.0948,Normal,synthetic PV simulation; not hardware measurement
741.695,18.1256,0.8787,15.8789,46.952,17.0989,1.126,-0.126,Normal,synthetic PV simulation; not hardware measurement
803.262,18.0571,0.8046,13.2838,18.298,18.4252,0.8186,0.1814,Normal,synthetic PV simulation; not hardware measurement
551.818,19.6291,0.6084,11.9537,13.389,18.5188,1.0695,-0.0695,Normal,synthetic PV simulation; not hardware measurement
732.962,17.1945,0.8185,13.0381,20.175,18.3137,0.8853,0.1147,Normal,synthetic PV simulation; not hardware measurement
906.177,18.372,0.9799,17.3018,35.272,17.7014,0.9757,0.0243,Normal,synthetic PV simulation; not hardware measurement
916.982,18.0377,1.0744,17.2349,26.476,18.1067,0.9432,0.0568,Normal,synthetic PV simulation; not hardware measurement
675.364,17.7338,0.7583,12.8134,14.771,18.5266,0.9357,0.0643,Normal,synthetic PV simulation; not hardware measurement
915.14,17.9561,1.0077,15.9052,39.065,17.5328,0.8951,0.1049,Normal,synthetic PV simulation; not hardware measurement
587.062,17.5166,0.6374,10.6106,19.32,18.2737,0.9018,0.0982,Normal,synthetic PV simulation; not hardware measurement
991.173,18.253,1.0281,18.6679,42.07,17.4177,0.9746,0.0254,Normal,synthetic PV simulation; not hardware measurement
631.071,15.9146,0.7151,11.6169,60.335,16.4336,1.0008,-0.0008,Normal,synthetic PV simulation; not hardware measurement
743.616,16.1383,0.8656,14.1481,63.604,16.3414,1.0385,-0.0385,Normal,synthetic PV simulation; not hardware measurement
650.564,16.963,0.6594,10.024,55.699,16.6574,0.8284,0.1716,Normal,synthetic PV simulation; not hardware measurement
1031.612,16.7406,1.2082,18.8819,46.902,17.2141,0.9561,0.0439,Normal,synthetic PV simulation; not hardware measurement
617.17,16.6176,0.7582,12.4812,46.692,17.0464,1.0671,-0.0671,Normal,synthetic PV simulation; not hardware measurement
1032.082,17.8586,1.1393,20.8065,24.799,18.2199,1.006,-0.006,Normal,synthetic PV simulation; not hardware measurement
517.26,16.4326,0.5976,9.6033,57.073,16.5115,1.0061,-0.0061,Normal,synthetic PV simulation; not hardware measurement
664.559,16.1734,0.6923,11.1297,52.84,16.786,0.8943,0.1057,Normal,synthetic PV simulation; not hardware measurement
726.237,18.1713,0.8117,13.9358,21.949,18.2292,0.9585,0.0415,Normal,synthetic PV simulation; not hardware measurement
759.438,18.1817,0.7383,12.2458,27.917,17.9755,0.8145,0.1855,Normal,synthetic PV simulation; not hardware measurement
597.16,17.6355,0.697,11.9539,57.08,16.5595,1.0816,-0.0816,Normal,synthetic PV simulation; not hardware measurement
858.834,17.2835,0.9329,16.2291,28.807,17.9739,0.954,0.046,Normal,synthetic PV simulation; not hardware measurement
504.033,18.6373,0.579,9.9061,14.579,18.439,0.9743,0.0257,Normal,synthetic PV simulation; not hardware measurement
663.311,17.1217,0.6268,10.1443,50.463,16.8935,0.8124,0.1876,Normal,synthetic PV simulation; not hardware measurement
450.979,17.0547,0.5102,8.8685,52.797,16.661,1.0586,-0.0586,Normal,synthetic PV simulation; not hardware measurement
1044.087,18.143,1.1269,21.2925,20.501,18.4201,1.0088,-0.0088,Normal,synthetic PV simulation; not hardware measurement
782.257,19.7677,0.859,17.4944,20.626,18.3084,1.1126,-0.1126,Normal,synthetic PV simulation; not hardware measurement
942.824,18.2859,1.0806,18.3332,47.929,17.1308,1.0199,-0.0199,Normal,synthetic PV simulation; not hardware measurement
853.209,17.3313,0.925,17.1754,46.119,17.1832,1.0539,-0.0539,Normal,synthetic PV simulation; not hardware measurement
887.891,17.7311,0.9314,17.264,35.034,17.704,0.9936,0.0064,Normal,synthetic PV simulation; not hardware measurement
823.851,16.2996,0.8394,13.1189,49.096,17.0334,0.8396,0.1604,Normal,synthetic PV simulation; not hardware measurement
513.828,16.2444,0.6351,9.66,47.784,16.9325,0.9981,0.0019,Normal,synthetic PV simulation; not hardware measurement
531.616,19.1248,0.5573,10.2811,23.414,18.0467,0.9747,0.0253,Normal,synthetic PV simulation; not hardware measurement
515.563,17.5667,0.5533,9.055,26.465,17.9061,0.8913,0.1087,Normal,synthetic PV simulation; not hardware measurement
839.107,18.4308,0.9418,17.2943,21.32,18.3053,1.0254,-0.0254,Normal,synthetic PV simulation; not hardware measurement
734.261,16.246,0.8436,13.5837,60.675,16.4697,1.0033,-0.0033,Normal,synthetic PV simulation; not hardware measurement
956.648,18.523,1.0637,17.7051,34.087,17.7665,0.9425,0.0575,Normal,synthetic PV simulation; not hardware measurement
794.578,17.6951,0.8565,15.7641,36.103,17.6102,1.0183,-0.0183,Normal,synthetic PV simulation; not hardware measurement
936.539,17.7836,1.0797,18.1581,13.851,18.6785,0.9486,0.0514,Normal,synthetic PV simulation; not hardware measurement
516.819,16.5182,0.5973,10.5018,62.038,16.2848,1.1138,-0.1138,Normal,synthetic PV simulation; not hardware measurement
1048.146,16.0593,1.1542,16.7692,57.398,16.743,0.8549,0.1451,Normal,synthetic PV simulation; not hardware measurement
886.209,18.6833,0.9498,17.8378,33.211,17.7862,1.0247,-0.0247,Normal,synthetic PV simulation; not hardware measurement
1036.504,19.7495,1.0858,20.5442,19.096,18.4811,0.9779,0.0221,Normal,synthetic PV simulation; not hardware measurement
550.414,18.0431,0.6823,12.867,42.047,17.2115,1.224,-0.224,Normal,synthetic PV simulation; not hardware measurement
753.967,17.675,0.8939,14.9815,26.169,18.0522,1.0003,-0.0003,Normal,synthetic PV simulation; not hardware measurement
932.566,17.8913,1.2062,19.2081,28.772,18.009,1.0381,-0.0381,Normal,synthetic PV simulation; not hardware measurement
995.581,20.2615,1.1608,22.3125,18.954,18.4712,1.1062,-0.1062,Normal,synthetic PV simulation; not hardware measurement
917.483,16.8123,1.0002,14.8793,35.488,17.6966,0.8289,0.1711,Normal,synthetic PV simulation; not hardware measurement
568.004,16.4004,0.5816,9.5799,60.979,16.3615,0.9204,0.0796,Normal,synthetic PV simulation; not hardware measurement
489.129,16.8011,0.5325,8.7204,60.864,16.3159,0.9757,0.0243,Normal,synthetic PV simulation; not hardware measurement
845.29,16.6541,0.988,16.0872,46.137,17.1786,0.9966,0.0034,Normal,synthetic PV simulation; not hardware measurement
453.635,17.6377,0.462,7.8953,26.61,17.8474,0.8857,0.1143,Normal,synthetic PV simulation; not hardware measurement
999.781,17.9744,1.1323,21.0801,28.902,18.0203,1.0615,-0.0615,Normal,synthetic PV simulation; not hardware measurement
460.096,17.9465,0.5212,9.1886,21.617,18.0809,1.0058,-0.0058,Normal,synthetic PV simulation; not hardware measurement
904.801,16.8605,0.9159,13.9291,36.519,17.644,0.7888,0.2112,Normal,synthetic PV simulation; not hardware measurement
806.822,17.6936,0.9239,16.182,48.091,17.0707,1.0557,-0.0557,Normal,synthetic PV simulation; not hardware measurement
459.55,17.251,0.5147,8.8209,41.276,17.1838,1.0071,-0.0071,Normal,synthetic PV simulation; not hardware measurement
872.419,18.1471,0.9268,15.9905,33.941,17.7466,0.9348,0.0652,Normal,synthetic PV simulation; not hardware measurement
629.622,16.3836,0.7706,11.1292,55.807,16.6391,0.9513,0.0487,Normal,synthetic PV simulation; not hardware measurement
543.605,17.4069,0.5674,9.3447,34.741,17.5395,0.8865,0.1135,Normal,synthetic PV simulation; not hardware measurement
843.549,16.7565,0.9247,14.1021,50.763,16.9672,0.8843,0.1157,Normal,synthetic PV simulation; not hardware measurement
1019.744,18.606,1.1168,18.6799,26.772,18.1252,0.9179,0.0821,Normal,synthetic PV simulation; not hardware measurement
915.115,18.9617,0.9463,17.1,24.607,18.1909,0.9342,0.0658,Normal,synthetic PV simulation; not hardware measurement
596.722,18.0278,0.6274,11.0503,41.384,17.2746,0.9667,0.0333,Normal,synthetic PV simulation; not hardware measurement
248.099,17.4248,0.3157,4.9809,30.036,17.4776,1.0413,-0.0413,Low Irradiance,synthetic PV simulation; not hardware measurement
410.569,17.5143,0.379,5.6917,35.432,17.4152,0.72,0.28,Low Irradiance,synthetic PV simulation; not hardware measurement
178.231,16.66,0.2,3.2665,38.438,16.9796,0.9744,0.0256,Low Irradiance,synthetic PV simulation; not hardware measurement
417.982,15.2418,0.4148,5.436,48.172,16.8411,0.694,0.306,Low Irradiance,synthetic PV simulation; not hardware measurement
259.823,17.6016,0.2675,4.5782,51.688,16.5172,0.9572,0.0428,Low Irradiance,synthetic PV simulation; not hardware measurement
260.939,17.3787,0.2859,5.1926,37.142,17.1735,1.0468,-0.0468,Low Irradiance,synthetic PV simulation; not hardware measurement
421.166,16.1134,0.4671,7.1512,53.741,16.59,0.9173,0.0827,Low Irradiance,synthetic PV simulation; not hardware measurement
248.261,17.6094,0.2682,4.1991,57.492,16.2333,0.932,0.068,Low Irradiance,synthetic PV simulation; not hardware measurement
330.437,17.8617,0.3276,5.5259,46.746,16.8207,0.894,0.106,Low Irradiance,synthetic PV simulation; not hardware measurement
186.576,14.7049,0.1897,2.4918,57.51,16.1356,0.7405,0.2595,Low Irradiance,synthetic PV simulation; not hardware measurement
147.787,17.7026,0.1557,2.4489,24.49,17.5519,0.8584,0.1416,Low Irradiance,synthetic PV simulation; not hardware measurement
85.266,17.1343,0.0883,1.2553,28.803,17.1611,0.7782,0.2218,Low Irradiance,synthetic PV simulation; not hardware measurement
297.9,14.5553,0.3251,4.824,60.265,16.171,0.8945,0.1055,Low Irradiance,synthetic PV simulation; not hardware measurement
220.529,15.9434,0.2492,3.3077,60.728,16.0468,0.8349,0.1651,Low Irradiance,synthetic PV simulation; not hardware measurement
414.847,17.1436,0.4255,6.3907,20.925,18.0814,0.7763,0.2237,Low Irradiance,synthetic PV simulation; not hardware measurement
176.893,17.73,0.1948,2.9642,14.324,18.0796,0.8471,0.1529,Low Irradiance,synthetic PV simulation; not hardware measurement
413.922,17.485,0.4779,7.5754,22.831,17.9935,0.9258,0.0742,Low Irradiance,synthetic PV simulation; not hardware measurement
318.207,16.0488,0.3885,5.6613,60.732,16.1766,0.9825,0.0175,Low Irradiance,synthetic PV simulation; not hardware measurement
381.154,18.6412,0.4584,7.4118,43.376,17.0223,1.0288,-0.0288,Low Irradiance,synthetic PV simulation; not hardware measurement
92.748,15.5801,0.0957,1.2908,59.474,15.7987,0.7872,0.2128,Low Irradiance,synthetic PV simulation; not hardware measurement
187.964,16.8764,0.2273,3.5544,25.027,17.6148,0.976,0.024,Low Irradiance,synthetic PV simulation; not hardware measurement
147.968,18.5961,0.1795,2.99,41.604,16.7792,1.086,-0.086,Low Irradiance,synthetic PV simulation; not hardware measurement
339.142,18.3627,0.3227,4.892,20.937,18.0098,0.7297,0.2703,Low Irradiance,synthetic PV simulation; not hardware measurement
521.741,17.7396,0.6698,10.8917,26.641,17.892,1.0595,-0.0595,Low Irradiance,synthetic PV simulation; not hardware measurement
291.848,17.1444,0.2609,3.9263,37.863,17.1862,0.7072,0.2928,Low Irradiance,synthetic PV simulation; not hardware measurement
155.486,15.1837,0.1826,2.2784,61.453,15.8904,0.8233,0.1767,Low Irradiance,synthetic PV simulation; not hardware measurement
529.307,17.7505,0.5405,9.2193,30.214,17.735,0.8903,0.1097,Low Irradiance,synthetic PV simulation; not hardware measurement
407.796,17.4283,0.4734,7.8366,41.853,17.1194,1.012,-0.012,Low Irradiance,synthetic PV simulation; not hardware measurement
474.48,15.9119,0.5567,7.4712,39.029,17.2993,0.8216,0.1784,Low Irradiance,synthetic PV simulation; not hardware measurement
439.151,16.4738,0.4771,7.9107,43.878,17.0571,0.9513,0.0487,Low Irradiance,synthetic PV simulation; not hardware measurement
375.089,16.9619,0.3847,5.8228,41.285,17.1112,0.8179,0.1821,Low Irradiance,synthetic PV simulation; not hardware measurement
519.181,16.8528,0.6171,8.9708,23.634,18.027,0.8717,0.1283,Low Irradiance,synthetic PV simulation; not hardware measurement
89.544,15.5975,0.0994,1.4496,41.837,16.5936,0.8798,0.1202,Low Irradiance,synthetic PV simulation; not hardware measurement
479.123,17.7457,0.4021,7.3352,26.671,17.8669,0.7783,0.2217,Low Irradiance,synthetic PV simulation; not hardware measurement
176.493,18.0441,0.1899,2.907,43.245,16.7659,0.8852,0.1148,Low Irradiance,synthetic PV simulation; not hardware measurement
530.367,16.1655,0.5835,9.1607,50.875,16.8044,0.9227,0.0773,Low Irradiance,synthetic PV simulation; not hardware measurement
421.052,18.4264,0.4825,7.3793,21.243,18.0729,0.8835,0.1165,Low Irradiance,synthetic PV simulation; not hardware measurement
317.063,17.7898,0.3465,5.3945,12.17,18.3827,0.8469,0.1531,Low Irradiance,synthetic PV simulation; not hardware measurement
81.1,16.0023,0.0963,1.4226,44.246,16.4424,0.9605,0.0395,Low Irradiance,synthetic PV simulation; not hardware measurement
501.374,18.4719,0.5494,9.2125,51.925,16.7336,0.985,0.015,Low Irradiance,synthetic PV simulation; not hardware measurement
153.413,17.3452,0.1677,2.338,14.761,18.0125,0.7732,0.2268,Low Irradiance,synthetic PV simulation; not hardware measurement
291.082,15.7488,0.3672,5.8688,33.451,17.3867,1.05,-0.05,Low Irradiance,synthetic PV simulation; not hardware measurement
213.495,18.6811,0.2871,5.1295,17.235,18.0122,1.2173,-0.2173,Low Irradiance,synthetic PV simulation; not hardware measurement
137.441,16.1161,0.1478,2.0554,54.413,16.1624,0.8287,0.1713,Low Irradiance,synthetic PV simulation; not hardware measurement
419.116,17.6959,0.4857,7.1047,35.193,17.4344,0.8796,0.1204,Low Irradiance,synthetic PV simulation; not hardware measurement
219.912,17.0173,0.2308,3.7778,38.998,17.0294,0.9105,0.0895,Low Irradiance,synthetic PV simulation; not hardware measurement
304.859,16.7874,0.3254,5.2852,51.841,16.5653,0.939,0.061,Low Irradiance,synthetic PV simulation; not hardware measurement
279.051,18.2861,0.2843,4.8124,20.208,17.9746,0.8745,0.1255,Low Irradiance,synthetic PV simulation; not hardware measurement
230.662,14.6328,0.2486,3.4756,62.686,15.9756,0.8418,0.1582,Low Irradiance,synthetic PV simulation; not hardware measurement
257.119,17.7185,0.3145,5.2873,21.423,17.8857,1.047,-0.047,Low Irradiance,synthetic PV simulation; not hardware measurement
553.219,16.3713,0.5399,7.0947,53.603,16.6869,0.6886,0.3114,Low Irradiance,synthetic PV simulation; not hardware measurement
232.73,17.1405,0.2901,4.9855,52.407,16.4394,1.1684,-0.1684,Low Irradiance,synthetic PV simulation; not hardware measurement
198.523,17.9961,0.2421,4.1006,50.476,16.4729,1.1254,-0.1254,Low Irradiance,synthetic PV simulation; not hardware measurement
559.361,17.8977,0.5739,8.7663,34.547,17.56,0.8074,0.1926,Low Irradiance,synthetic PV simulation; not hardware measurement
264.069,18.284,0.2986,4.7764,29.392,17.5325,0.9357,0.0643,Low Irradiance,synthetic PV simulation; not hardware measurement
90.165,15.2198,0.0968,1.3777,60.825,15.7251,0.8677,0.1323,Low Irradiance,synthetic PV simulation; not hardware measurement
433.859,16.0095,0.4615,6.5152,53.107,16.631,0.8096,0.1904,Low Irradiance,synthetic PV simulation; not hardware measurement
205.794,16.4104,0.2229,3.4545,42.869,16.8356,0.8985,0.1015,Low Irradiance,synthetic PV simulation; not hardware measurement
436.881,16.931,0.5281,8.8952,51.917,16.6881,1.0946,-0.0946,Low Irradiance,synthetic PV simulation; not hardware measurement
524.87,15.2114,0.5464,7.4825,55.411,16.5933,0.7695,0.2305,Low Irradiance,synthetic PV simulation; not hardware measurement
511.091,16.7568,0.6264,9.5382,53.555,16.6671,1.0037,-0.0037,Low Irradiance,synthetic PV simulation; not hardware measurement
558.543,16.7155,0.7008,11.6054,48.135,16.94,1.1021,-0.1021,Low Irradiance,synthetic PV simulation; not hardware measurement
476.229,18.2835,0.4811,8.7029,22.014,18.0768,0.9204,0.0796,Low Irradiance,synthetic PV simulation; not hardware measurement
163.473,17.1736,0.1741,2.8389,32.547,17.2243,0.9132,0.0868,Low Irradiance,synthetic PV simulation; not hardware measurement
271.706,18.809,0.2996,5.4123,14.164,18.2399,0.9984,0.0016,Low Irradiance,synthetic PV simulation; not hardware measurement
141.804,17.0104,0.1828,2.7916,20.661,17.7102,1.0125,-0.0125,Low Irradiance,synthetic PV simulation; not hardware measurement
449.604,16.6997,0.4562,7.4168,36.833,17.3775,0.8577,0.1423,Low Irradiance,synthetic PV simulation; not hardware measurement
